model_name,family_pair,recipient_family,layer_idx,effect,entity_wins,relation_wins,original_retained,mixed_or_other
Qwen/Qwen2.5-3B,capital__language,capital,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,0,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,2,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,4,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,6,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,8,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,10,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,12,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,14,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,16,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,18,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,20,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,22,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,24,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,26,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,28,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,30,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,32,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,capital__language,capital,34,mixed_or_other,0,0,0,1
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,capital__language,capital,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,16,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,18,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,20,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,22,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,24,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,26,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,28,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,30,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,32,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,language__capital,language,34,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,0,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,2,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,4,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,6,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,8,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,10,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,12,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,14,original_retained,0,0,1,0
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,16,original_retained,0,0,1,0
